uid,archivo,fuente,video,t,ubicacion,grupo,split,md5,c0,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11
L_20260607_11_Av_Naranjal_12min_1_6GB_t00074976ms_f0002250,L_20260607_11_Av_Naranjal_12min_1_6GB_t00074976ms_f0002250.jpg,L,20260607_11_Av__Naranjal_-12min-1_6GB,74.976,,44,train,99350b3ee1857b1a11e5143b6fbdfe31,0,0,0,0,0,0,3,0,1,0,0,0
L_20260607_11_Av_Naranjal_12min_1_6GB_t00079974ms_f0002400,L_20260607_11_Av_Naranjal_12min_1_6GB_t00079974ms_f0002400.jpg,L,20260607_11_Av__Naranjal_-12min-1_6GB,79.974,,44,train,3652ce2c1fcf629e75a29c459084146d,0,0,0,0,0,0,4,0,1,0,0,0
L_20260607_11_Av_Naranjal_12min_1_6GB_t00084973ms_f0002550,L_20260607_11_Av_Naranjal_12min_1_6GB_t00084973ms_f0002550.jpg,L,20260607_11_Av__Naranjal_-12min-1_6GB,84.973,,44,train,1737bfdfd90e91d573871b635d994cda,0,0,0,0,0,0,4,0,1,0,0,0
L_20260607_11_Av_Naranjal_12min_1_6GB_t00089971ms_f0002700,L_20260607_11_Av_Naranjal_12min_1_6GB_t00089971ms_f0002700.jpg,L,20260607_11_Av__Naranjal_-12min-1_6GB,89.971,,44,train,d78ab0a44b96604782dc900fdde0d126,0,0,0,0,0,0,4,0,1,0,0,0
L_20260607_11_Av_Naranjal_12min_1_6GB_t00119962ms_f0003600,L_20260607_11_Av_Naranjal_12min_1_6GB_t00119962ms_f0003600.jpg,L,20260607_11_Av__Naranjal_-12min-1_6GB,119.962,,44,train,80b77e0c72f064c60aa83d89d8a60292,0,0,0,0,0,0,0,0,0,0,0,1
L_20260607_11_Av_Naranjal_12min_1_6GB_t00214932ms_f0006450,L_20260607_11_Av_Naranjal_12min_1_6GB_t00214932ms_f0006450.jpg,L,20260607_11_Av__Naranjal_-12min-1_6GB,214.932,,45,train,45a7f8936c1e98b31d4ea05e7d816c83,0,0,0,0,2,0,2,0,0,0,2,0
L_20260607_11_Av_Naranjal_12min_1_6GB_t00219930ms_f0006600,L_20260607_11_Av_Naranjal_12min_1_6GB_t00219930ms_f0006600.jpg,L,20260607_11_Av__Naranjal_-12min-1_6GB,219.93,,45,train,e77ecf0a457001a64230be5a820d0655,0,0,0,0,2,0,2,0,1,0,2,0
L_20260607_11_Av_Naranjal_12min_1_6GB_t00224929ms_f0006750,L_20260607_11_Av_Naranjal_12min_1_6GB_t00224929ms_f0006750.jpg,L,20260607_11_Av__Naranjal_-12min-1_6GB,224.929,,45,train,b8a43e7476f628240a7034c97a8c9cf2,0,0,0,0,3,0,1,0,1,0,2,1
L_20260607_11_Av_Naranjal_12min_1_6GB_t00229927ms_f0006900,L_20260607_11_Av_Naranjal_12min_1_6GB_t00229927ms_f0006900.jpg,L,20260607_11_Av__Naranjal_-12min-1_6GB,229.927,,45,train,0840452cbc5ece87cf17128f6d9c400b,0,0,0,0,1,0,2,0,0,0,0,0
L_20260607_11_Av_Naranjal_12min_1_6GB_t00234925ms_f0007050,L_20260607_11_Av_Naranjal_12min_1_6GB_t00234925ms_f0007050.jpg,L,20260607_11_Av__Naranjal_-12min-1_6GB,234.925,,45,train,bf3cb12d2d70867ad494c67a713c8289,0,0,0,0,0,0,1,0,0,0,0,0
L_20260607_11_Av_Naranjal_12min_1_6GB_t00239924ms_f0007200,L_20260607_11_Av_Naranjal_12min_1_6GB_t00239924ms_f0007200.jpg,L,20260607_11_Av__Naranjal_-12min-1_6GB,239.924,,45,train,66f1b6a0e37d1c1b5a13d265ce997880,0,0,0,0,1,0,4,0,0,0,0,0
L_20260607_11_Av_Naranjal_12min_1_6GB_t00244922ms_f0007350,L_20260607_11_Av_Naranjal_12min_1_6GB_t00244922ms_f0007350.jpg,L,20260607_11_Av__Naranjal_-12min-1_6GB,244.922,,45,train,5eadaacf1bf6b21d7ee701dddc4fa4d3,0,0,0,0,2,0,4,0,0,0,2,0
L_20260607_11_Av_Naranjal_12min_1_6GB_t00249921ms_f0007500,L_20260607_11_Av_Naranjal_12min_1_6GB_t00249921ms_f0007500.jpg,L,20260607_11_Av__Naranjal_-12min-1_6GB,249.921,,45,train,3172eedae9e9c598369d3377e0e1a8f0,0,0,0,0,4,0,2,0,0,0,0,0
L_20260607_11_Av_Naranjal_12min_1_6GB_t00254919ms_f0007650,L_20260607_11_Av_Naranjal_12min_1_6GB_t00254919ms_f0007650.jpg,L,20260607_11_Av__Naranjal_-12min-1_6GB,254.919,,45,train,4ebee24f4fb097c223bffaa44464bb6e,0,0,0,0,0,1,4,0,0,0,2,0
L_20260607_11_Av_Naranjal_12min_1_6GB_t00259918ms_f0007800,L_20260607_11_Av_Naranjal_12min_1_6GB_t00259918ms_f0007800.jpg,L,20260607_11_Av__Naranjal_-12min-1_6GB,259.918,,45,train,db16361bd4de6c4af4bfc20e10a98b57,0,0,0,0,0,0,4,0,0,0,4,0
L_20260607_11_Av_Naranjal_12min_1_6GB_t00264916ms_f0007950,L_20260607_11_Av_Naranjal_12min_1_6GB_t00264916ms_f0007950.jpg,L,20260607_11_Av__Naranjal_-12min-1_6GB,264.916,,45,train,0c25481e92611d1b4088c29fd55778a9,0,0,0,0,1,0,4,0,1,0,0,0
L_20260607_11_Av_Naranjal_12min_1_6GB_t00269914ms_f0008100,L_20260607_11_Av_Naranjal_12min_1_6GB_t00269914ms_f0008100.jpg,L,20260607_11_Av__Naranjal_-12min-1_6GB,269.914,,45,train,b770383a7b89026edf9c99b944a8a348,0,0,0,0,1,0,1,0,1,0,2,0
L_20260607_11_Av_Naranjal_12min_1_6GB_t00274913ms_f0008250,L_20260607_11_Av_Naranjal_12min_1_6GB_t00274913ms_f0008250.jpg,L,20260607_11_Av__Naranjal_-12min-1_6GB,274.913,,45,train,124266a72484021fcd2914c8750f46cb,0,0,0,0,4,0,1,0,1,0,2,0
L_20260607_11_Av_Naranjal_12min_1_6GB_t00279911ms_f0008400,L_20260607_11_Av_Naranjal_12min_1_6GB_t00279911ms_f0008400.jpg,L,20260607_11_Av__Naranjal_-12min-1_6GB,279.911,,45,train,59bbb0409d96d1c07a9315ba1a6218fb,0,0,0,0,2,0,0,0,0,0,0,0
L_20260607_11_Av_Naranjal_12min_1_6GB_t00284910ms_f0008550,L_20260607_11_Av_Naranjal_12min_1_6GB_t00284910ms_f0008550.jpg,L,20260607_11_Av__Naranjal_-12min-1_6GB,284.91,,45,train,b1610e0b1b51dd22e5b3b1ec28c26cbc,0,0,0,0,1,0,3,0,0,0,0,0
L_20260607_11_Av_Naranjal_12min_1_6GB_t00289908ms_f0008700,L_20260607_11_Av_Naranjal_12min_1_6GB_t00289908ms_f0008700.jpg,L,20260607_11_Av__Naranjal_-12min-1_6GB,289.908,,45,train,e008e23bd0e2dc71b89d6d5561098db4,0,0,0,0,1,0,1,0,1,5,0,0
L_20260607_11_Av_Naranjal_12min_1_6GB_t00294906ms_f0008850,L_20260607_11_Av_Naranjal_12min_1_6GB_t00294906ms_f0008850.jpg,L,20260607_11_Av__Naranjal_-12min-1_6GB,294.906,,45,train,fdb761c7c0b65b1434dd938dfea983cc,0,0,0,0,0,0,2,0,1,0,0,0
L_20260607_11_Av_Naranjal_12min_1_6GB_t00299905ms_f0009000,L_20260607_11_Av_Naranjal_12min_1_6GB_t00299905ms_f0009000.jpg,L,20260607_11_Av__Naranjal_-12min-1_6GB,299.905,,45,train,3bdcf8b58284548be827ebdac1bcc1bb,0,0,0,0,0,0,4,0,0,3,1,0
L_20260607_11_Av_Naranjal_12min_1_6GB_t00304903ms_f0009150,L_20260607_11_Av_Naranjal_12min_1_6GB_t00304903ms_f0009150.jpg,L,20260607_11_Av__Naranjal_-12min-1_6GB,304.903,,45,train,982e60949c64606b35f4f7c6ccfa9554,0,0,0,0,2,0,10,0,1,0,0,0
L_20260607_11_Av_Naranjal_12min_1_6GB_t00309902ms_f0009300,L_20260607_11_Av_Naranjal_12min_1_6GB_t00309902ms_f0009300.jpg,L,20260607_11_Av__Naranjal_-12min-1_6GB,309.902,,45,train,e2d1e187ccdb90f5ab81592760c058a4,0,0,0,0,1,0,2,0,0,0,0,0
L_20260607_11_Av_Naranjal_12min_1_6GB_t00314900ms_f0009450,L_20260607_11_Av_Naranjal_12min_1_6GB_t00314900ms_f0009450.jpg,L,20260607_11_Av__Naranjal_-12min-1_6GB,314.9,,45,train,51a9acd7e003a6c35f3a7f04ac4797bc,0,0,0,0,0,0,3,0,1,0,0,0
L_20260607_11_Av_Naranjal_12min_1_6GB_t00319899ms_f0009600,L_20260607_11_Av_Naranjal_12min_1_6GB_t00319899ms_f0009600.jpg,L,20260607_11_Av__Naranjal_-12min-1_6GB,319.899,,45,train,28839bce5834a9e4a172b5a1a7a01f6d,0,0,0,0,0,0,0,0,1,0,0,0
L_20260607_11_Av_Naranjal_12min_1_6GB_t00324897ms_f0009750,L_20260607_11_Av_Naranjal_12min_1_6GB_t00324897ms_f0009750.jpg,L,20260607_11_Av__Naranjal_-12min-1_6GB,324.897,,45,train,73f777818fc2e5863588759ea9ea8127,0,0,0,0,1,0,2,0,0,0,0,1
L_20260607_11_Av_Naranjal_12min_1_6GB_t00334894ms_f0010050,L_20260607_11_Av_Naranjal_12min_1_6GB_t00334894ms_f0010050.jpg,L,20260607_11_Av__Naranjal_-12min-1_6GB,334.894,,45,train,fb9e858741788d1efa92dd07c6fd702d,0,0,0,0,0,0,1,0,0,0,0,0
L_20260607_11_Av_Naranjal_12min_1_6GB_t00349889ms_f0010500,L_20260607_11_Av_Naranjal_12min_1_6GB_t00349889ms_f0010500.jpg,L,20260607_11_Av__Naranjal_-12min-1_6GB,349.889,,45,train,dbd4ddf4a01e5511339bb965b787bf7e,0,0,0,0,0,0,3,0,0,0,0,0
L_20260607_11_Av_Naranjal_12min_1_6GB_t00359886ms_f0010800,L_20260607_11_Av_Naranjal_12min_1_6GB_t00359886ms_f0010800.jpg,L,20260607_11_Av__Naranjal_-12min-1_6GB,359.886,,45,train,226070cfec084dbddab5554665c06c3a,0,0,0,0,0,0,3,0,0,0,0,0
L_20260607_11_Av_Naranjal_12min_1_6GB_t00454856ms_f0013650,L_20260607_11_Av_Naranjal_12min_1_6GB_t00454856ms_f0013650.jpg,L,20260607_11_Av__Naranjal_-12min-1_6GB,454.856,,46,train,5fab51ce3586dce1913e4444b4d8383d,0,0,0,0,0,0,5,1,0,0,0,0
L_20260607_11_Av_Naranjal_12min_1_6GB_t00464853ms_f0013950,L_20260607_11_Av_Naranjal_12min_1_6GB_t00464853ms_f0013950.jpg,L,20260607_11_Av__Naranjal_-12min-1_6GB,464.853,,46,train,a5675b062d5087703f1fce8a2b6d7922,0,0,0,0,1,0,3,1,0,0,0,0
L_20260607_11_Av_Naranjal_12min_1_6GB_t00469851ms_f0014100,L_20260607_11_Av_Naranjal_12min_1_6GB_t00469851ms_f0014100.jpg,L,20260607_11_Av__Naranjal_-12min-1_6GB,469.851,,46,train,a73aff55e6e6628a1e78280fd9b5d803,0,0,0,0,0,0,4,0,0,0,0,0
L_20260607_11_Av_Naranjal_12min_1_6GB_t00474850ms_f0014250,L_20260607_11_Av_Naranjal_12min_1_6GB_t00474850ms_f0014250.jpg,L,20260607_11_Av__Naranjal_-12min-1_6GB,474.85,,46,train,cd8241735dfd8583b0832aa443f5a488,0,0,0,0,0,1,5,1,0,0,2,0
L_20260607_11_Av_Naranjal_12min_1_6GB_t00479848ms_f0014400,L_20260607_11_Av_Naranjal_12min_1_6GB_t00479848ms_f0014400.jpg,L,20260607_11_Av__Naranjal_-12min-1_6GB,479.848,,46,train,60a361878519f17e6fb25b9d72e84b0c,0,0,0,0,0,0,1,0,0,0,0,0
L_20260607_11_Av_Naranjal_12min_1_6GB_t00484847ms_f0014550,L_20260607_11_Av_Naranjal_12min_1_6GB_t00484847ms_f0014550.jpg,L,20260607_11_Av__Naranjal_-12min-1_6GB,484.847,,46,train,30e8e625d80baf43b5923faae5165066,0,0,0,0,0,0,7,0,1,0,0,0
L_20260607_11_Av_Naranjal_12min_1_6GB_t00489845ms_f0014700,L_20260607_11_Av_Naranjal_12min_1_6GB_t00489845ms_f0014700.jpg,L,20260607_11_Av__Naranjal_-12min-1_6GB,489.845,,46,train,30f32abc3c6071ed85d18873c0e73006,0,0,0,0,0,0,0,0,1,0,0,0
L_20260607_11_Av_Naranjal_12min_1_6GB_t00494843ms_f0014850,L_20260607_11_Av_Naranjal_12min_1_6GB_t00494843ms_f0014850.jpg,L,20260607_11_Av__Naranjal_-12min-1_6GB,494.843,,46,train,a879f2d30d6b90f99f71ed9354fa59fb,0,0,0,0,0,0,0,0,1,0,0,0
L_20260607_11_Av_Naranjal_12min_1_6GB_t00499842ms_f0015000,L_20260607_11_Av_Naranjal_12min_1_6GB_t00499842ms_f0015000.jpg,L,20260607_11_Av__Naranjal_-12min-1_6GB,499.842,,46,train,0fe123f07ffebdbd97ad4168606800ad,0,0,0,0,0,0,0,0,2,0,0,0
L_20260607_11_Av_Naranjal_12min_1_6GB_t00504840ms_f0015150,L_20260607_11_Av_Naranjal_12min_1_6GB_t00504840ms_f0015150.jpg,L,20260607_11_Av__Naranjal_-12min-1_6GB,504.84,,46,train,5f5e2a295bb14a2888bacbfca2e5acad,0,0,0,0,4,0,4,0,2,0,0,1
L_20260607_11_Av_Naranjal_12min_1_6GB_t00509839ms_f0015300,L_20260607_11_Av_Naranjal_12min_1_6GB_t00509839ms_f0015300.jpg,L,20260607_11_Av__Naranjal_-12min-1_6GB,509.839,,46,train,947f168065fb47a1479e8c196cca3266,0,0,0,0,0,0,1,0,2,0,0,0
L_20260607_11_Av_Naranjal_12min_1_6GB_t00514837ms_f0015450,L_20260607_11_Av_Naranjal_12min_1_6GB_t00514837ms_f0015450.jpg,L,20260607_11_Av__Naranjal_-12min-1_6GB,514.837,,46,train,adb907f7ed3da17a57fed8f1d37b6bc9,0,0,0,0,1,0,0,0,2,0,0,0
L_20260607_11_Av_Naranjal_12min_1_6GB_t00519836ms_f0015600,L_20260607_11_Av_Naranjal_12min_1_6GB_t00519836ms_f0015600.jpg,L,20260607_11_Av__Naranjal_-12min-1_6GB,519.836,,46,train,9e83123a9451b862475ef275f2bf56fc,0,0,0,0,1,0,1,0,2,0,0,0
L_20260607_11_Av_Naranjal_12min_1_6GB_t00524834ms_f0015750,L_20260607_11_Av_Naranjal_12min_1_6GB_t00524834ms_f0015750.jpg,L,20260607_11_Av__Naranjal_-12min-1_6GB,524.834,,46,train,ec3993d7969341e098b13411e3fc1370,0,0,0,0,2,1,3,1,2,0,0,1
L_20260607_11_Av_Naranjal_12min_1_6GB_t00529832ms_f0015900,L_20260607_11_Av_Naranjal_12min_1_6GB_t00529832ms_f0015900.jpg,L,20260607_11_Av__Naranjal_-12min-1_6GB,529.832,,46,train,fc06578c4d580a67e751aff807d7d838,0,0,0,0,2,2,1,1,2,0,0,0
L_20260607_11_Av_Naranjal_12min_1_6GB_t00534831ms_f0016050,L_20260607_11_Av_Naranjal_12min_1_6GB_t00534831ms_f0016050.jpg,L,20260607_11_Av__Naranjal_-12min-1_6GB,534.831,,46,train,84684c1d21321064fc06798a20924c3b,0,0,0,0,2,0,4,0,3,0,0,0
L_20260607_11_Av_Naranjal_12min_1_6GB_t00539829ms_f0016200,L_20260607_11_Av_Naranjal_12min_1_6GB_t00539829ms_f0016200.jpg,L,20260607_11_Av__Naranjal_-12min-1_6GB,539.829,,46,train,fea13e9be132ca7a9f9f525a3511841c,0,0,0,0,1,0,2,0,1,0,0,0
L_20260607_11_Av_Naranjal_12min_1_6GB_t00544828ms_f0016350,L_20260607_11_Av_Naranjal_12min_1_6GB_t00544828ms_f0016350.jpg,L,20260607_11_Av__Naranjal_-12min-1_6GB,544.828,,46,train,29b3ae8113e5860b4a60c0067ebababd,0,0,0,0,1,1,4,0,1,0,0,0
L_20260607_11_Av_Naranjal_12min_1_6GB_t00574818ms_f0017250,L_20260607_11_Av_Naranjal_12min_1_6GB_t00574818ms_f0017250.jpg,L,20260607_11_Av__Naranjal_-12min-1_6GB,574.818,,46,train,12a6d9708e985a6d95d8fb54e3acda1a,0,0,0,0,0,0,5,0,1,0,0,0
L_20260607_11_Av_Naranjal_12min_1_6GB_t00614806ms_f0018450,L_20260607_11_Av_Naranjal_12min_1_6GB_t00614806ms_f0018450.jpg,L,20260607_11_Av__Naranjal_-12min-1_6GB,614.806,,47,test,a31f9a10bbc42b01aaf110ebbbcd5996,0,0,0,0,7,0,4,0,2,0,0,0
L_20260607_11_Av_Naranjal_12min_1_6GB_t00619804ms_f0018600,L_20260607_11_Av_Naranjal_12min_1_6GB_t00619804ms_f0018600.jpg,L,20260607_11_Av__Naranjal_-12min-1_6GB,619.804,,47,test,ed8b1462a7c074b8572c1c19837ed1a1,0,0,0,0,1,0,10,0,2,0,3,0
L_20260607_11_Av_Naranjal_12min_1_6GB_t00679785ms_f0020400,L_20260607_11_Av_Naranjal_12min_1_6GB_t00679785ms_f0020400.jpg,L,20260607_11_Av__Naranjal_-12min-1_6GB,679.785,,48,test,a6a3e51fe6c19dbf7b6848721f2ebf39,0,0,0,0,0,0,6,0,2,0,2,1
L_20260607_11_Av_Naranjal_12min_1_6GB_t00684783ms_f0020550,L_20260607_11_Av_Naranjal_12min_1_6GB_t00684783ms_f0020550.jpg,L,20260607_11_Av__Naranjal_-12min-1_6GB,684.783,,48,test,ed407af9c8e3afe8e61af65a1c613c36,0,0,0,0,0,0,5,0,2,0,0,1
L_20260607_11_Av_Naranjal_12min_1_6GB_t00689782ms_f0020700,L_20260607_11_Av_Naranjal_12min_1_6GB_t00689782ms_f0020700.jpg,L,20260607_11_Av__Naranjal_-12min-1_6GB,689.782,,48,test,062838c098d8d7bf20bd45231ced4973,0,0,0,0,1,0,2,0,1,0,0,1
L_20260607_11_Av_Naranjal_12min_1_6GB_t00694780ms_f0020850,L_20260607_11_Av_Naranjal_12min_1_6GB_t00694780ms_f0020850.jpg,L,20260607_11_Av__Naranjal_-12min-1_6GB,694.78,,48,test,f939c6457670bb1784bc60edcf30df05,0,0,0,0,0,0,0,0,2,0,3,0
L_20260607_11_Av_Naranjal_12min_1_6GB_t00699779ms_f0021000,L_20260607_11_Av_Naranjal_12min_1_6GB_t00699779ms_f0021000.jpg,L,20260607_11_Av__Naranjal_-12min-1_6GB,699.779,,48,test,6bcf269fb423e287448f31a2dcb01f19,0,0,0,0,0,0,2,0,1,0,2,0
L_20260607_11_Av_Naranjal_12min_1_6GB_t00704777ms_f0021150,L_20260607_11_Av_Naranjal_12min_1_6GB_t00704777ms_f0021150.jpg,L,20260607_11_Av__Naranjal_-12min-1_6GB,704.777,,48,test,684ff4add43d8a155e90b1eeee99a482,0,0,0,0,0,0,1,0,0,0,3,0
L_20260607_11_Av_Naranjal_12min_1_6GB_t00709776ms_f0021300,L_20260607_11_Av_Naranjal_12min_1_6GB_t00709776ms_f0021300.jpg,L,20260607_11_Av__Naranjal_-12min-1_6GB,709.776,,48,test,7e0216d38c400ef7073a124729cf65c1,0,0,0,0,0,0,1,0,1,3,0,1
L_20260607_11_Av_Naranjal_12min_1_6GB_t00714774ms_f0021450,L_20260607_11_Av_Naranjal_12min_1_6GB_t00714774ms_f0021450.jpg,L,20260607_11_Av__Naranjal_-12min-1_6GB,714.774,,48,test,2b1e117f50ba969128115cbbda611510,0,0,0,0,0,0,0,0,0,2,0,0
L_20260607_11_Av_Naranjal_12min_1_6GB_t00719772ms_f0021600,L_20260607_11_Av_Naranjal_12min_1_6GB_t00719772ms_f0021600.jpg,L,20260607_11_Av__Naranjal_-12min-1_6GB,719.772,,48,test,aaba7f27828b9bf57ec73da026ea2a08,0,0,0,0,0,0,2,0,0,0,0,1
L_20260607_11_Av_Naranjal_12min_1_6GB_t00724771ms_f0021750,L_20260607_11_Av_Naranjal_12min_1_6GB_t00724771ms_f0021750.jpg,L,20260607_11_Av__Naranjal_-12min-1_6GB,724.771,,48,test,2321b8645c672e0060b464104774349c,0,0,0,0,0,0,2,0,0,0,0,1
L_20260607_11_Av_Naranjal_12min_1_6GB_t00729769ms_f0021900,L_20260607_11_Av_Naranjal_12min_1_6GB_t00729769ms_f0021900.jpg,L,20260607_11_Av__Naranjal_-12min-1_6GB,729.769,,48,test,c4db7e4733b91669b28573b87c23be1c,0,0,0,0,0,0,1,0,0,0,0,1
L_20260607_11_Av_Naranjal_12min_1_6GB_t00734768ms_f0022050,L_20260607_11_Av_Naranjal_12min_1_6GB_t00734768ms_f0022050.jpg,L,20260607_11_Av__Naranjal_-12min-1_6GB,734.768,,48,test,df5d191e29ae4e23643aca8d6f70ae2e,0,0,0,0,1,0,5,1,0,0,0,1
L_20260607_11_Av_Naranjal_12min_1_6GB_t00739766ms_f0022200,L_20260607_11_Av_Naranjal_12min_1_6GB_t00739766ms_f0022200.jpg,L,20260607_11_Av__Naranjal_-12min-1_6GB,739.766,,48,test,1f1e6b18da7c96232a1778f5d74ab49e,0,0,0,0,0,1,1,0,0,0,0,1
L_20260607_11_Av_Naranjal_12min_1_6GB_t00744765ms_f0022350,L_20260607_11_Av_Naranjal_12min_1_6GB_t00744765ms_f0022350.jpg,L,20260607_11_Av__Naranjal_-12min-1_6GB,744.765,,48,test,214a56a8a6e88133fe2b8b5fdf5ce575,0,0,0,0,0,1,0,0,0,0,0,0
L_20260607_11_Av_Naranjal_12min_1_6GB_t00749763ms_f0022500,L_20260607_11_Av_Naranjal_12min_1_6GB_t00749763ms_f0022500.jpg,L,20260607_11_Av__Naranjal_-12min-1_6GB,749.763,,48,test,15fed6cadfd9e4dc0367940804ca1a95,0,0,0,0,0,0,1,0,0,0,0,0
L_20260607_11_Av_Naranjal_12min_1_6GB_t00754761ms_f0022650,L_20260607_11_Av_Naranjal_12min_1_6GB_t00754761ms_f0022650.jpg,L,20260607_11_Av__Naranjal_-12min-1_6GB,754.761,,48,test,66a7fd4d99dde751949ce2fd86ceae70,0,0,0,0,0,0,2,0,0,0,0,0
A_video_Andahuaylas_0001,A_video_Andahuaylas_0001.jpg,A,Andahuaylas_1,1.0,,49,train,de0e41ab73bd3d49f39fa0f9695e7e7e,0,0,0,0,1,0,1,1,0,0,0,2
A_video_Andahuaylas_0002,A_video_Andahuaylas_0002.jpg,A,Andahuaylas_1,2.0,,49,train,a18f993db4f20f6a23eb16418150a000,0,0,0,0,0,0,10,0,0,0,0,4
A_video_Andahuaylas_0003,A_video_Andahuaylas_0003.jpg,A,Andahuaylas_1,3.0,,49,train,203132c6bfcebc38627342b9a4c11830,0,0,0,0,0,0,12,0,0,0,0,4
A_video_Andahuaylas_0004,A_video_Andahuaylas_0004.jpg,A,Andahuaylas_1,4.0,,49,train,0e5eca6633c21c16d969a63d79d62b61,0,0,1,0,1,0,4,0,0,0,0,4
A_video_Andahuaylas_2_0001,A_video_Andahuaylas_2_0001.jpg,A,Andahuaylas_2,1.0,,50,test,e15f10b315198f55d0918a933c6d8516,0,0,0,0,1,0,4,1,0,1,0,4
A_video_Andahuaylas_2_0002,A_video_Andahuaylas_2_0002.jpg,A,Andahuaylas_2,2.0,,50,test,e3a27fd26e8e0a13fce4a6b1e3fe462c,0,0,0,0,0,0,5,0,0,0,0,2
A_video_Andahuaylas_2_0003,A_video_Andahuaylas_2_0003.jpg,A,Andahuaylas_2,3.0,,50,test,cb27784468e9c82422d3ec4ee2dcec7d,0,0,0,0,1,0,3,1,0,0,0,2
A_video_Andahuaylas_2_0004,A_video_Andahuaylas_2_0004.jpg,A,Andahuaylas_2,4.0,,50,test,4507e1b75bedebfa756bbe7e6a782bc5,0,0,0,0,1,0,4,3,0,0,0,2
A_video_Andahuaylas_2_0005,A_video_Andahuaylas_2_0005.jpg,A,Andahuaylas_2,5.0,,50,test,309c9a1265d52575f868aed3761ce6f8,0,0,0,0,0,0,2,1,0,0,0,2
A_video_Andahuaylas_3_0001,A_video_Andahuaylas_3_0001.jpg,A,Andahuaylas_3,1.0,,51,test,e9b203aae2a0a77cc58b192ef2ff43fc,0,0,0,0,1,0,2,3,0,0,0,1
A_video_Andahuaylas_3_0002,A_video_Andahuaylas_3_0002.jpg,A,Andahuaylas_3,2.0,,51,test,dfe1f6cbef50584e49d705dd585a98ca,0,0,0,0,0,0,1,3,1,0,0,1
A_video_Andahuaylas_3_0003,A_video_Andahuaylas_3_0003.jpg,A,Andahuaylas_3,3.0,,51,test,944fdb25743ce50bbf904d14c210302e,0,0,0,0,0,0,5,0,0,0,0,2
A_video_Andahuaylas_3_0004,A_video_Andahuaylas_3_0004.jpg,A,Andahuaylas_3,4.0,,51,test,9568b9db72858fa37f3511fba3988b74,0,0,0,0,1,0,0,0,0,0,0,3
A_video_Andahuaylas_3_0005,A_video_Andahuaylas_3_0005.jpg,A,Andahuaylas_3,5.0,,51,test,6597ee15bad3078c571324db76cb1709,0,0,0,0,4,0,0,1,0,0,0,3
A_video_Andahuaylas_3_0006,A_video_Andahuaylas_3_0006.jpg,A,Andahuaylas_3,6.0,,51,test,4af6767627044e570da264db6df1b474,0,0,0,0,1,0,1,1,0,0,0,3
A_video_Andahuaylas_4_0001,A_video_Andahuaylas_4_0001.jpg,A,Andahuaylas_4,1.0,,52,train,68bd5e4d19fee075610968a5a4ed15a0,0,0,0,0,2,0,1,1,1,0,0,3
A_video_Andahuaylas_4_0002,A_video_Andahuaylas_4_0002.jpg,A,Andahuaylas_4,2.0,,52,train,97e5798ca5efd543adfee0bed990db12,0,0,0,0,1,0,1,0,0,0,0,0
A_video_Andahuaylas_4_0003,A_video_Andahuaylas_4_0003.jpg,A,Andahuaylas_4,3.0,,52,train,b2023218e5f3a282c05d092a78e751d5,0,0,0,0,1,0,2,1,1,0,0,0
A_video_Andahuaylas_4_0004,A_video_Andahuaylas_4_0004.jpg,A,Andahuaylas_4,4.0,,52,train,295cba6b67a6519bcb4b4dddc0cfa340,0,0,0,0,1,0,2,1,1,0,0,0
A_video_Andahuaylas_4_0005,A_video_Andahuaylas_4_0005.jpg,A,Andahuaylas_4,5.0,,52,train,29b0e8107058eb4848897f8d6eb02160,0,0,0,0,8,0,2,0,0,0,0,1
A_video_Andahuaylas_4_0006,A_video_Andahuaylas_4_0006.jpg,A,Andahuaylas_4,6.0,,52,train,8a039b6c1ff80c30378bac01e5f8fce9,0,0,0,0,7,0,2,0,0,0,0,0
A_video_Andahuaylas_4_0007,A_video_Andahuaylas_4_0007.jpg,A,Andahuaylas_4,7.0,,52,train,b8b2c74db2ef3f50e66595aa3d37ada5,0,0,0,0,5,1,3,0,0,0,0,1
A_video_Andahuaylas_4_0008,A_video_Andahuaylas_4_0008.jpg,A,Andahuaylas_4,8.0,,52,train,be4fbe8bf671ff9f0ccc8909808cd36f,0,0,0,0,2,1,2,1,0,0,0,0
A_video_Andahuaylas_4_0009,A_video_Andahuaylas_4_0009.jpg,A,Andahuaylas_4,9.0,,52,train,479cc513e67bb307287efd6a154238cd,0,0,0,0,6,1,3,0,1,0,0,1
